loan_amount,income,credit_score,age,status
486500,12420,726,35-44,0
486500,18360,875,45-54,1
306500,6600,742,65-74,0
266500,3720,642,65-74,1
606500,,720,25-34,0
596500,10860,847,35-44,1
266500,3480,872,55-64,0
706500,12360,849,35-44,0
226500,2160,836,55-64,0
616500,8700,710,35-44,0
286500,15000,588,45-54,1
456500,7260,894,65-74,0
486500,11640,875,55-64,0
376500,5100,566,55-64,0
336500,17760,533,45-54,0
626500,7500,555,45-54,1
336500,8100,599,45-54,0
246500,8160,763,35-44,0
306500,4920,639,25-34,0
386500,10020,777,55-64,0
256500,2280,785,55-64,1
476500,4140,728,45-54,0
426500,4440,824,35-44,0
476500,7500,590,55-64,0
216500,8400,653,55-64,0
576500,17520,808,35-44,0
396500,13920,868,45-54,1
466500,9960,888,45-54,0
416500,5640,764,35-44,0
216500,3900,560,35-44,1
236500,3900,583,35-44,0
496500,3000,803,55-64,1
246500,13680,750,65-74,0
326500,5520,566,45-54,0
256500,9000,796,65-74,1
106500,1920,546,55-64,0
186500,,617,35-44,0
266500,4320,751,55-64,0
326500,3180,789,35-44,0
146500,3120,859,65-74,0
166500,6960,671,25-34,1
406500,8520,588,35-44,0
86500,2040,719,35-44,1
486500,13020,568,35-44,0
186500,9780,673,25-34,0
106500,2280,635,25-34,0
236500,2700,589,65-74,0
246500,8760,731,45-54,0
266500,2940,665,65-74,1
666500,11100,512,55-64,0
266500,8760,517,65-74,0
556500,7500,542,45-54,0
196500,6900,689,35-44,1
516500,18420,686,55-64,0
596500,6360,725,25-34,0
436500,5760,697,25-34,0
596500,7920,688,55-64,0
156500,3420,713,65-74,0
466500,6420,749,45-54,0
586500,47040,674,<25,1
76500,960,624,65-74,0
166500,1920,675,>74,1
96500,4200,830,35-44,0
436500,9240,651,45-54,0
386500,9000,720,55-64,0
586500,9300,698,35-44,1
356500,,751,25-34,0
126500,1860,720,45-54,0
206500,8280,518,35-44,0
206500,2880,771,35-44,0
96500,4440,829,35-44,0
396500,5760,783,25-34,0
436500,6420,503,35-44,0
356500,3900,648,25-34,0
336500,7080,687,65-74,0
226500,7560,564,45-54,0
46500,,633,,1
386500,4260,535,35-44,1
456500,7920,611,65-74,0
176500,8040,784,35-44,0
406500,17940,881,55-64,0
336500,5100,840,65-74,0
566500,,512,25-34,0
116500,4800,652,45-54,0
176500,2880,611,45-54,1
326500,7560,823,35-44,0
516500,5160,597,35-44,0
156500,3720,783,55-64,0
296500,,567,55-64,1
236500,7020,530,45-54,0
416500,6240,627,25-34,0
656500,6000,756,35-44,0
186500,3000,749,55-64,1
236500,3120,895,>74,1
476500,9660,627,45-54,0
206500,4380,773,35-44,0
356500,4320,641,35-44,0
196500,3000,891,55-64,1
236500,20160,535,55-64,0
376500,10020,651,55-64,0
346500,3840,611,45-54,0
366500,9480,752,45-54,1
196500,2220,834,35-44,0
96500,2700,681,65-74,1
156500,6720,754,>74,1
446500,7200,534,55-64,0
306500,3480,831,35-44,0
236500,3840,683,25-34,0
96500,1740,520,55-64,0
346500,9000,878,45-54,0
216500,3120,570,45-54,0
176500,16260,857,55-64,0
216500,6060,795,45-54,1
926500,19920,835,45-54,1
456500,7560,680,45-54,0
336500,4260,628,55-64,0
376500,6900,594,55-64,0
246500,3600,569,>74,1
296500,4620,729,25-34,0
276500,6600,708,35-44,1
236500,3000,547,65-74,0
346500,8460,697,25-34,0
426500,5880,504,45-54,0
106500,2700,767,65-74,0
226500,5160,704,45-54,0
186500,4740,636,45-54,1
116500,3480,762,45-54,0
266500,5040,731,65-74,1
376500,4320,697,25-34,0
296500,13560,515,55-64,0
166500,2280,722,55-64,1
436500,7020,766,35-44,0
106500,2400,816,<25,1
196500,5580,855,65-74,0
266500,3120,760,55-64,0
96500,1260,646,65-74,0
176500,6120,677,65-74,0
236500,3720,665,45-54,0
586500,18600,864,45-54,0
256500,6780,702,55-64,0
296500,5700,503,55-64,0
606500,11520,574,25-34,0
256500,11280,734,>74,0
156500,,815,55-64,0
586500,7500,632,35-44,0
186500,3600,894,45-54,1
496500,2700,870,>74,1
226500,8040,744,55-64,0
466500,9240,814,35-44,0
246500,5160,738,45-54,0
96500,1920,653,>74,1
416500,5280,636,65-74,0
176500,1920,796,55-64,0
296500,6120,825,25-34,0
666500,9120,666,45-54,1
226500,11100,885,45-54,0
276500,4740,598,35-44,1
186500,3240,657,35-44,0
186500,4740,670,<25,1
366500,9000,756,55-64,1
106500,3420,721,35-44,0
206500,4320,508,65-74,1
226500,2580,794,55-64,0
446500,10800,741,55-64,1
336500,6600,527,35-44,0
456500,9840,854,35-44,0
156500,3480,556,55-64,0
496500,12240,815,35-44,0
106500,3300,653,35-44,0
56500,1020,766,65-74,0
136500,7140,582,55-64,0
486500,6300,526,55-64,0
386500,4860,617,45-54,0
546500,7200,545,35-44,0
176500,2700,694,>74,0
376500,8280,897,25-34,0
256500,5280,814,45-54,0
176500,2280,514,65-74,0
576500,8640,789,35-44,0
716500,15180,602,35-44,0
486500,8760,783,35-44,1
156500,1860,658,45-54,1
106500,2340,626,65-74,1
396500,4200,507,35-44,0
336500,3300,560,45-54,0
156500,1200,869,35-44,1
666500,13740,755,35-44,0
236500,3960,646,25-34,0
376500,5100,520,45-54,0
206500,7560,772,45-54,0
76500,1080,616,65-74,0
86500,1560,535,55-64,0
396500,6300,632,35-44,0
106500,2040,590,25-34,0
146500,,503,45-54,0
356500,18900,847,55-64,1
486500,9240,625,35-44,0
356500,4860,900,45-54,0
96500,1140,715,>74,0
296500,8100,670,45-54,0
356500,4440,886,35-44,0
326500,6180,687,45-54,0
166500,3180,635,45-54,1
236500,2640,520,45-54,1
1346500,16440,846,35-44,1
416500,5340,692,45-54,0
446500,7740,658,45-54,0
146500,5160,750,35-44,0
636500,6900,595,55-64,0
256500,7560,551,55-64,0
276500,3660,787,65-74,0
56500,660,756,65-74,0
146500,1560,791,55-64,0
376500,10320,831,35-44,0
516500,7620,539,45-54,0
186500,2340,740,45-54,0
816500,4620,841,55-64,0
476500,5280,833,55-64,0
176500,2580,688,65-74,0
156500,3720,885,55-64,1
556500,,681,35-44,0
156500,3000,691,45-54,0
496500,,728,35-44,0
356500,2820,763,35-44,1
436500,14940,880,45-54,0
216500,3300,783,45-54,0
466500,11040,649,65-74,0
386500,6660,500,25-34,1
476500,13380,866,35-44,0
276500,8280,712,55-64,0
126500,3060,606,35-44,1
126500,4320,628,65-74,0
316500,3900,531,25-34,0
146500,2400,569,25-34,0
216500,5520,798,35-44,0
666500,12720,627,45-54,0
266500,4080,789,35-44,0
226500,2400,786,45-54,1
616500,10560,576,35-44,0
246500,12000,778,65-74,0
336500,4560,772,45-54,0
466500,,637,35-44,1
286500,4740,609,45-54,0
296500,9420,677,25-34,0
516500,6180,878,55-64,1
66500,960,697,55-64,1
246500,6660,688,45-54,1
256500,2280,633,45-54,1
146500,,682,55-64,1
316500,9120,655,35-44,0
176500,2760,877,55-64,0
96500,1140,625,55-64,0
236500,6600,601,35-44,0
216500,4920,669,65-74,0
346500,3660,677,35-44,0
296500,5820,539,35-44,0
396500,6360,894,35-44,1
336500,,742,45-54,0
516500,7680,643,35-44,0
926500,13980,563,35-44,0
166500,840,857,35-44,1
486500,13320,696,45-54,0
446500,9000,734,35-44,0
546500,9360,542,25-34,1
356500,,571,25-34,0
266500,3900,500,45-54,0
56500,2040,648,45-54,0
316500,4440,538,45-54,0
216500,4800,847,55-64,0
276500,5700,750,45-54,1
206500,8580,696,45-54,1
486500,8160,879,45-54,0
896500,14760,741,45-54,1
346500,,643,35-44,0
456500,13860,516,25-34,0
76500,2640,617,35-44,1
276500,3060,681,65-74,0
416500,6480,601,25-34,0
256500,6840,882,65-74,1
416500,5940,859,45-54,1
206500,5580,887,55-64,1
446500,5760,732,65-74,0
486500,6720,616,25-34,1
136500,2400,816,55-64,0
356500,4740,890,65-74,1
676500,22320,668,35-44,0
46500,4440,889,45-54,1
346500,8400,647,45-54,0
136500,3420,709,35-44,0
296500,2880,571,25-34,0
186500,3300,824,45-54,0
576500,44160,551,45-54,0
166500,1920,517,25-34,0
616500,7260,543,35-44,0
586500,22860,606,55-64,0
126500,3240,669,45-54,0
406500,5520,575,45-54,0
346500,9300,510,25-34,1
466500,7320,877,45-54,1
436500,5880,785,45-54,0
226500,6780,847,35-44,0
56500,840,793,>74,0
386500,,810,55-64,0
406500,7260,632,35-44,0
366500,5460,578,35-44,0
386500,5880,703,65-74,1
246500,4800,724,55-64,1
436500,7800,582,35-44,0
36500,1140,839,55-64,1
476500,10620,607,45-54,1
46500,3360,741,45-54,1
296500,4200,774,45-54,0
596500,9900,769,45-54,0
466500,7860,782,45-54,1
416500,,550,25-34,0
656500,,807,45-54,0
516500,5100,623,25-34,1
266500,4800,676,25-34,0
206500,2280,711,65-74,0
286500,3840,865,45-54,0
256500,5220,583,65-74,0
346500,9180,670,35-44,0
316500,3660,669,25-34,0
536500,11160,691,25-34,0
276500,5280,657,65-74,0
466500,5460,828,25-34,0
196500,2820,584,55-64,0
626500,8040,710,35-44,0
766500,17400,839,45-54,0
216500,4320,576,25-34,1
176500,12480,571,55-64,0
136500,1680,626,>74,1
326500,9720,540,35-44,0
826500,15960,501,35-44,0
256500,4020,649,65-74,0
286500,3960,688,35-44,1
166500,2820,686,45-54,1
246500,5640,693,55-64,0
226500,3960,583,>74,0
576500,,819,65-74,0
686500,14040,611,45-54,0
486500,5220,893,55-64,0
416500,9060,716,35-44,0
1306500,34680,852,35-44,0
436500,5040,811,45-54,0
266500,4320,738,25-34,0
346500,5880,517,25-34,0
386500,7140,648,35-44,0
366500,6060,683,55-64,0
266500,6360,559,45-54,0
286500,8700,852,35-44,1
576500,6840,664,35-44,0
186500,8280,587,35-44,1
436500,17820,858,25-34,0
446500,5400,543,45-54,1
416500,4260,526,55-64,1
166500,5340,607,55-64,0
486500,2640,709,35-44,1
126500,11040,865,25-34,0
506500,6720,671,45-54,1
486500,6720,575,25-34,0
456500,3660,544,65-74,0
426500,6120,507,65-74,0
246500,7020,766,25-34,0
306500,4620,881,35-44,0
326500,,737,45-54,0
46500,6360,751,55-64,0
166500,3420,766,25-34,0
256500,5220,743,45-54,0
206500,3960,900,35-44,0
226500,4980,610,35-44,1
236500,4560,708,65-74,0
326500,2820,779,55-64,0
346500,5040,600,25-34,0
216500,3900,524,65-74,0
86500,2580,632,<25,0
406500,9000,841,45-54,0
486500,9840,807,25-34,0
156500,10140,818,55-64,0
306500,3060,754,35-44,0
426500,5340,724,45-54,0
86500,2340,848,65-74,0
216500,2100,900,65-74,1
266500,1860,797,35-44,1
356500,7620,543,45-54,0
376500,9000,558,65-74,0
146500,3480,823,35-44,1
166500,3720,745,65-74,1
686500,,807,55-64,0
496500,3240,602,25-34,1
396500,14940,689,55-64,0
496500,,812,45-54,0
256500,3780,598,25-34,0
76500,3540,805,35-44,0
156500,2820,729,35-44,1
386500,4380,781,45-54,0
336500,7080,625,55-64,0
306500,5880,535,55-64,0
216500,4920,578,45-54,0
156500,4380,776,55-64,0
446500,7740,754,65-74,0
526500,8940,632,35-44,0
246500,9060,548,35-44,0
126500,1740,877,65-74,1
236500,0,799,45-54,1
356500,8280,561,25-34,0
526500,9000,799,35-44,0
456500,6240,893,65-74,0
316500,5880,504,35-44,0
326500,5580,829,25-34,0
386500,14640,514,45-54,0
436500,9480,725,35-44,0
196500,3060,665,25-34,0
346500,8340,680,45-54,0
646500,14160,759,55-64,1
186500,6300,692,45-54,1
176500,1500,515,65-74,0
406500,6420,781,55-64,0
206500,2700,741,35-44,1
166500,3660,841,45-54,0
516500,5520,689,25-34,0
146500,6120,752,65-74,0
246500,2940,892,55-64,0
616500,7560,891,45-54,0
136500,2880,726,45-54,0
106500,3300,585,65-74,1
386500,5100,711,35-44,1
306500,9900,712,45-54,0
286500,7140,509,25-34,0
426500,6060,771,55-64,0
306500,4620,516,35-44,1
196500,3960,558,45-54,1
266500,5700,763,35-44,0
696500,10920,567,35-44,1
186500,3180,741,25-34,0
536500,9900,634,35-44,0
936500,9240,720,45-54,0
566500,,548,55-64,0
406500,5760,633,55-64,0
166500,10440,608,25-34,0
376500,,771,35-44,0
296500,5880,667,55-64,0
246500,5700,569,65-74,0
246500,4620,762,35-44,0
636500,19020,808,35-44,0
376500,3480,883,>74,1
266500,6900,530,25-34,1
286500,7440,562,35-44,0
446500,12780,890,35-44,1
156500,1800,736,>74,0
306500,4620,596,45-54,0
666500,20580,770,45-54,0
196500,2820,594,45-54,0
516500,6360,796,35-44,0
276500,3180,539,55-64,0
486500,,899,45-54,0
106500,8700,544,55-64,0
106500,10260,535,55-64,0
406500,4140,535,>74,1
256500,8820,648,35-44,1
786500,6840,804,35-44,0
246500,5400,516,25-34,0
116500,7020,532,65-74,0
296500,7260,596,45-54,0
236500,4320,507,65-74,0
166500,1980,616,>74,1
436500,7560,791,45-54,0
336500,3240,685,25-34,1
116500,1620,790,55-64,1
286500,7920,651,65-74,0
476500,7680,778,55-64,0
206500,2940,734,>74,0
356500,4740,703,45-54,1
376500,5580,748,55-64,0
146500,6180,605,25-34,1
96500,2280,630,65-74,1
156500,3660,817,65-74,0
306500,10380,568,35-44,0
146500,7740,558,55-64,0
196500,3060,591,65-74,0
256500,11160,848,55-64,0
216500,2520,895,35-44,1
576500,7440,804,65-74,0
256500,4680,641,25-34,0
446500,3900,884,65-74,0
296500,4800,818,45-54,0
196500,3420,873,65-74,0
346500,5460,517,65-74,0
296500,15600,802,45-54,0
466500,16260,566,45-54,0
696500,29700,841,25-34,0
416500,7560,833,65-74,0
346500,8820,627,35-44,0
256500,6720,579,35-44,1
326500,5100,876,65-74,0
156500,2400,578,65-74,0
106500,5340,778,25-34,1
146500,3480,623,35-44,0
336500,6960,889,35-44,1
336500,5100,658,45-54,0
346500,8280,737,35-44,0
326500,4200,570,45-54,0
496500,6180,737,45-54,0
346500,13560,612,45-54,0
146500,2400,660,>74,0
256500,3900,516,45-54,0
336500,6000,505,45-54,0
356500,3600,620,35-44,0
116500,3000,873,>74,0
126500,2820,598,55-64,0
346500,7320,558,55-64,0
406500,5160,699,45-54,1
146500,,787,25-34,0
96500,1920,806,35-44,0
486500,6720,529,25-34,1
446500,0,845,55-64,1
136500,4440,736,55-64,0
196500,7200,795,35-44,1
206500,5760,641,25-34,1
526500,7140,684,45-54,0
226500,6180,867,65-74,0
456500,8220,793,45-54,0
166500,10500,605,55-64,0
626500,,858,45-54,0
486500,11940,712,45-54,0
86500,2880,575,55-64,0
456500,5460,592,>74,1
96500,3780,620,>74,0
776500,15480,678,35-44,0
386500,3720,716,55-64,0
326500,3840,557,>74,1
126500,2460,744,25-34,0
346500,6900,691,55-64,0
356500,5160,781,25-34,0
276500,,673,>74,0
266500,4200,680,>74,0
356500,8040,847,35-44,0
466500,5040,617,35-44,0
586500,6960,510,55-64,0
216500,2820,707,>74,1
216500,5400,892,35-44,0
516500,16800,583,55-64,0
306500,5100,705,>74,0
396500,6360,829,55-64,0
136500,1800,568,55-64,0
426500,4920,631,25-34,0
196500,3300,588,35-44,0
126500,4380,661,35-44,0
416500,4500,872,45-54,1
116500,6780,753,25-34,0
476500,,646,45-54,0
196500,3240,698,>74,0
336500,4680,524,45-54,0
176500,5760,565,55-64,0
246500,8100,846,55-64,0
226500,3960,882,45-54,0
86500,4080,848,55-64,0
456500,8520,783,55-64,0
266500,6840,721,35-44,0
446500,17160,821,45-54,0
56500,2400,546,45-54,0
506500,6000,647,65-74,1
526500,10680,591,45-54,0
116500,1740,861,55-64,0
106500,3240,667,55-64,0
616500,,872,25-34,0
386500,9180,551,65-74,0
236500,4860,624,65-74,0
326500,6120,677,65-74,0
106500,3000,888,65-74,1
616500,9900,717,45-54,0
656500,7260,548,35-44,0
386500,9000,637,55-64,0
206500,12240,898,25-34,0
306500,,716,>74,0
156500,5640,655,45-54,1
396500,5640,842,45-54,0
216500,2520,602,35-44,0
306500,3900,691,55-64,0
676500,6180,891,25-34,0
366500,6360,663,35-44,0
236500,13560,537,55-64,0
566500,7500,659,65-74,0
556500,10740,821,45-54,0
356500,5220,897,25-34,0
216500,4680,714,>74,0
166500,3240,508,55-64,0
486500,7140,589,65-74,1
106500,2760,846,>74,0
146500,7200,667,45-54,0
226500,,826,45-54,0
306500,6840,867,25-34,0
666500,,583,35-44,1
376500,7680,529,65-74,1
346500,9360,569,45-54,0
166500,6900,681,35-44,1
206500,,703,35-44,0
456500,2580,541,35-44,1
196500,3120,663,45-54,0
406500,4440,554,45-54,0
216500,,538,45-54,0
146500,7260,561,45-54,0
156500,2280,809,45-54,1
276500,8520,854,35-44,0
196500,3120,654,35-44,0
86500,5040,839,55-64,0
576500,6360,666,25-34,0
316500,5820,760,>74,0
316500,5460,713,35-44,1
276500,3900,688,45-54,0
486500,5820,773,65-74,0
316500,3120,616,65-74,1
316500,9180,658,45-54,0
476500,5460,802,45-54,1
206500,7080,866,55-64,1
606500,5340,597,55-64,0
166500,2220,774,65-74,0
476500,6660,762,45-54,0
166500,2400,801,65-74,0
536500,6300,515,65-74,0
316500,5340,594,55-64,1
246500,11940,885,35-44,0
206500,3420,554,45-54,0
236500,5400,598,55-64,0
326500,4140,744,35-44,0
536500,4980,586,45-54,0
106500,2160,859,>74,1
326500,6720,554,55-64,0
176500,6600,532,25-34,0
386500,8640,748,45-54,0
446500,5820,504,35-44,0
156500,4260,621,65-74,0
86500,1800,782,55-64,1
446500,4800,694,45-54,0
396500,,548,45-54,0
726500,9660,606,55-64,1
296500,8220,539,25-34,0
346500,3240,807,55-64,0
316500,10920,832,45-54,0
386500,14040,800,35-44,0
486500,15180,783,45-54,0
316500,6900,744,35-44,0
226500,4020,763,55-64,0
226500,3600,803,65-74,0
406500,,522,55-64,0
726500,12660,586,25-34,0
586500,10380,750,25-34,0
176500,5400,841,55-64,0
186500,,794,45-54,1
216500,4440,900,55-64,0
76500,3240,825,45-54,1
256500,,794,35-44,0
326500,4740,834,55-64,0
66500,,753,65-74,0
126500,4440,880,55-64,1
246500,3480,589,55-64,0
276500,3300,691,55-64,0
336500,18180,896,55-64,0
286500,8040,626,45-54,0
156500,5820,772,35-44,0
656500,11580,612,55-64,0
246500,2340,896,55-64,1
696500,8220,620,35-44,0
276500,7140,896,45-54,0
396500,16140,826,35-44,0
256500,3600,827,>74,0
466500,7140,838,25-34,0
276500,3540,596,45-54,0
156500,1920,694,65-74,1
256500,,513,45-54,0
236500,4860,865,45-54,1
66500,3780,504,55-64,1
486500,8580,784,35-44,0
326500,6840,857,65-74,0
276500,3660,747,>74,1
536500,11280,863,55-64,0
186500,2100,869,55-64,0
376500,5160,614,55-64,0
206500,3660,504,45-54,0
1706500,11880,533,55-64,1
496500,12240,589,55-64,1
476500,15720,693,55-64,1
626500,15660,528,55-64,0
266500,0,534,>74,1
336500,,748,25-34,1
436500,7500,697,45-54,0
206500,8520,740,65-74,0
336500,5400,747,65-74,0
96500,2340,724,65-74,1
146500,8280,857,55-64,0
336500,,523,35-44,0
866500,42180,752,55-64,0
566500,,759,35-44,0
86500,1860,584,65-74,0
286500,7320,780,65-74,0
496500,6660,828,45-54,0
256500,3480,587,35-44,1
336500,10020,683,55-64,0
456500,5700,629,45-54,0
686500,12540,822,35-44,0
276500,3000,547,65-74,1
236500,5280,650,25-34,0
546500,5280,598,55-64,0
266500,5340,540,55-64,0
186500,3600,632,65-74,0
316500,20400,520,35-44,0
206500,12420,576,55-64,0
156500,2820,680,>74,0
236500,3300,869,25-34,0
366500,22260,557,25-34,0
306500,3840,540,55-64,1
256500,6240,660,35-44,1
256500,4500,576,55-64,0
306500,15720,743,55-64,0
286500,3780,604,<25,0
146500,4740,811,45-54,0
126500,3660,838,35-44,0
336500,9000,728,65-74,0
156500,3840,620,45-54,0
356500,3360,656,65-74,0
106500,5400,660,55-64,0
506500,,618,45-54,1
166500,2520,534,55-64,1
186500,3780,562,>74,0
126500,2640,691,55-64,1
426500,5400,517,35-44,0
216500,10320,584,55-64,0
426500,6480,620,25-34,1
266500,7920,860,45-54,0
236500,7800,772,35-44,0
356500,,534,>74,0
116500,2220,509,>74,0
236500,2880,863,55-64,0
246500,4500,625,35-44,1
146500,8520,825,>74,0
176500,2940,724,65-74,0
466500,9540,729,25-34,1
396500,6480,772,45-54,0
326500,0,739,35-44,1
136500,3720,749,35-44,0
326500,9300,704,55-64,0
246500,11160,673,45-54,0
186500,4020,717,65-74,0
166500,2520,660,25-34,0
266500,4020,564,55-64,1
156500,1980,608,>74,1
286500,6600,573,45-54,1
216500,4260,757,25-34,0
476500,13980,524,25-34,1
556500,13680,673,55-64,0
556500,6660,633,55-64,0
286500,11340,565,35-44,1
426500,6840,714,55-64,1
206500,3180,559,55-64,0
206500,4800,659,>74,0
316500,3240,870,55-64,0
286500,8280,759,35-44,0
216500,3480,829,45-54,0
126500,2640,501,>74,0
116500,1980,598,55-64,0
216500,2460,523,55-64,1
436500,9060,600,45-54,0
376500,,702,55-64,0
486500,14400,654,35-44,1
376500,3720,641,55-64,1
686500,20340,799,55-64,0
576500,,727,25-34,0
396500,4260,854,45-54,1
426500,6840,613,45-54,0
136500,5520,570,45-54,1
116500,1440,514,55-64,1
116500,2520,509,25-34,0
486500,7140,592,65-74,0
446500,5880,834,55-64,0
256500,5220,661,25-34,0
206500,720,817,45-54,1
206500,2820,577,35-44,1
296500,3420,809,55-64,0
366500,5820,623,45-54,0
446500,6600,836,55-64,1
686500,11760,769,25-34,0
426500,,591,45-54,0
476500,9000,883,65-74,0
426500,11280,741,55-64,1
426500,5700,738,55-64,0
196500,2580,825,55-64,0
396500,14280,878,65-74,0
546500,6480,899,25-34,0
436500,8400,828,25-34,0
186500,2220,687,65-74,1
556500,15240,623,35-44,0
326500,8040,835,25-34,0
66500,1380,795,45-54,0
456500,12840,807,45-54,0
686500,14220,674,45-54,0
236500,2640,579,55-64,0
606500,8340,883,35-44,1
236500,13560,636,65-74,0
446500,,737,<25,1
306500,2880,824,25-34,0
446500,4680,511,45-54,1
156500,5160,594,25-34,0
216500,8280,828,55-64,0
106500,2640,623,>74,0
606500,8940,797,35-44,0
406500,0,789,55-64,1
606500,13440,875,55-64,0
276500,6420,769,25-34,0
76500,1140,879,>74,0
336500,13200,516,45-54,1
646500,6900,503,65-74,1
726500,7860,504,45-54,1
126500,4260,696,65-74,0
366500,7080,588,65-74,0
316500,6720,534,55-64,0
466500,,591,35-44,0
176500,2700,832,35-44,1
156500,3540,844,55-64,0
226500,4200,832,45-54,0
316500,4800,883,55-64,0
486500,14400,641,45-54,0
536500,4260,531,45-54,1
116500,4860,822,35-44,0
146500,6840,561,35-44,0
146500,5700,897,35-44,0
656500,,773,35-44,0
366500,9000,893,35-44,0
336500,5400,648,45-54,0
286500,7380,530,25-34,0
356500,5340,762,45-54,0
226500,3180,773,55-64,0
296500,6840,752,45-54,0
196500,3000,681,45-54,1
106500,3540,763,65-74,0
266500,,558,65-74,0
326500,,900,35-44,0
166500,7920,516,35-44,0
186500,2460,750,65-74,0
276500,,671,55-64,0
386500,13020,538,35-44,0
166500,5580,886,65-74,1
726500,19740,585,55-64,0
436500,8460,751,55-64,0
316500,3840,890,35-44,0
396500,8700,733,35-44,0
456500,7260,863,35-44,0
706500,0,543,45-54,1
416500,6000,606,55-64,1
316500,3300,608,35-44,1
186500,,616,65-74,1
56500,1200,769,45-54,0
156500,4500,624,55-64,0
356500,9480,846,35-44,0
396500,9840,709,35-44,1
136500,1860,845,25-34,0
346500,5280,600,35-44,0
346500,10740,605,25-34,0
466500,7320,668,45-54,0
236500,5640,820,55-64,0
486500,5100,563,25-34,0
286500,13740,502,35-44,1
696500,11280,590,25-34,0
396500,14760,715,65-74,0
406500,6120,692,45-54,1
166500,7320,821,45-54,1
366500,4680,756,25-34,0
226500,5280,763,55-64,0
246500,5340,567,55-64,0
286500,2820,714,>74,0
356500,,767,65-74,0
456500,12180,808,35-44,0
326500,3780,597,45-54,0
96500,1860,730,55-64,0
206500,11040,503,35-44,0
206500,7980,609,55-64,0
466500,6300,676,65-74,1
166500,4500,853,35-44,0
156500,20340,875,65-74,0
216500,3600,612,45-54,1
536500,,637,35-44,0
336500,11040,518,45-54,0
226500,6420,591,25-34,0
76500,1320,831,>74,1
446500,8880,527,25-34,0
106500,5100,855,45-54,0
186500,4560,658,>74,0
